gender,SeniorCitizen,Partner,Dependents,tenure,PhoneService,MultipleLines,InternetService,OnlineSecurity,OnlineBackup,DeviceProtection,TechSupport,StreamingTV,StreamingMovies,Contract,PaperlessBilling,PaymentMethod,MonthlyCharges,TotalCharges,Vrai_Churn,Prediction_IA_Churn
Male,0,False,False,22,True,No,Fiber optic,No,Yes,No,No,Yes,Yes,Month-to-month,True,Mailed check,93.2,2157.3,False,1
Male,0,True,False,34,True,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,False,Credit card (automatic),20.05,679,False,0
Male,0,True,False,58,True,Yes,Fiber optic,No,No,Yes,No,Yes,Yes,One year,False,Credit card (automatic),100.35,5681.1,False,0
Female,0,True,False,5,True,Yes,DSL,No,No,Yes,Yes,Yes,No,Month-to-month,False,Bank transfer (automatic),67.95,350.3,True,0
Male,0,False,False,66,True,No,DSL,Yes,Yes,No,No,No,No,One year,True,Mailed check,54.8,3465.7,False,0
Female,0,False,False,4,True,Yes,DSL,No,No,No,No,No,No,Month-to-month,False,Electronic check,50.7,214.55,False,1
Male,0,False,False,31,True,No,Fiber optic,No,Yes,No,Yes,No,No,Month-to-month,True,Electronic check,78.45,2435.15,True,0
Male,0,False,False,3,True,Yes,Fiber optic,No,No,Yes,No,Yes,Yes,Month-to-month,True,Bank transfer (automatic),101.55,298.35,True,1
Male,0,True,False,72,True,Yes,DSL,Yes,Yes,Yes,Yes,No,No,Two year,True,Bank transfer (automatic),67.8,4804.65,False,0
Male,0,False,False,1,True,No,Fiber optic,No,No,No,No,No,Yes,Month-to-month,False,Electronic check,80.5,80.5,True,1
Female,0,False,False,6,True,Yes,Fiber optic,No,Yes,No,No,Yes,No,Month-to-month,True,Electronic check,90.1,521.3,True,1
Male,1,False,False,68,True,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,True,Credit card (automatic),20.0,1396,False,0
Female,0,True,True,72,True,Yes,Fiber optic,Yes,Yes,Yes,Yes,Yes,Yes,Two year,True,Credit card (automatic),116.4,8543.25,False,0
Male,1,False,False,1,True,Yes,Fiber optic,No,No,Yes,No,Yes,No,Month-to-month,True,Electronic check,88.8,88.8,True,1
Female,0,True,False,71,True,Yes,Fiber optic,Yes,Yes,Yes,Yes,Yes,Yes,Two year,True,Credit card (automatic),115.15,8078.1,False,0
Female,0,True,True,71,True,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,False,Bank transfer (automatic),24.7,1810.55,False,0
Female,0,True,False,72,True,Yes,Fiber optic,No,Yes,No,No,Yes,Yes,Two year,True,Credit card (automatic),97.7,6869.7,False,0
Male,1,False,False,47,True,Yes,DSL,No,Yes,No,Yes,No,No,Two year,False,Bank transfer (automatic),59.6,2754,False,0
Female,1,True,False,4,True,Yes,Fiber optic,No,No,No,No,Yes,No,Month-to-month,True,Electronic check,83.25,308.05,False,1
Male,1,False,False,16,True,No,Fiber optic,No,No,No,No,No,No,Month-to-month,False,Electronic check,69.65,1043.3,False,1
Female,1,False,False,17,True,No,Fiber optic,No,Yes,Yes,No,Yes,No,Month-to-month,True,Electronic check,89.15,1496.9,True,1
Female,0,True,True,72,True,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,False,Bank transfer (automatic),25.1,1857.85,False,0
Male,1,True,False,7,True,Yes,Fiber optic,No,No,Yes,No,Yes,Yes,Month-to-month,True,Electronic check,101.95,700.85,True,1
Female,0,True,True,72,True,Yes,Fiber optic,Yes,Yes,Yes,Yes,Yes,Yes,Two year,True,Bank transfer (automatic),115.6,8220.4,False,0
Female,0,True,True,1,True,No,Fiber optic,No,No,No,No,No,No,Month-to-month,True,Mailed check,69.1,69.1,True,1
Female,0,False,False,22,True,Yes,Fiber optic,No,No,No,No,No,No,One year,True,Credit card (automatic),76.0,1783.6,False,0
Male,0,True,True,72,True,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,False,Bank transfer (automatic),24.3,1643.25,False,0
Male,0,True,False,54,True,No,DSL,Yes,Yes,No,No,Yes,Yes,Two year,True,Bank transfer (automatic),74.55,4191.45,False,0
Male,1,True,False,52,True,No,Fiber optic,Yes,No,Yes,Yes,Yes,Yes,One year,True,Bank transfer (automatic),104.45,5481.25,False,0
Male,0,True,True,27,True,Yes,Fiber optic,Yes,Yes,No,Yes,Yes,No,Month-to-month,False,Electronic check,100.75,2793.55,False,1
Female,0,False,False,23,True,Yes,Fiber optic,No,No,No,No,No,No,Month-to-month,False,Bank transfer (automatic),75.6,1758.6,True,0
Male,0,False,False,45,True,No,Fiber optic,Yes,Yes,Yes,Yes,Yes,Yes,One year,False,Credit card (automatic),112.2,5031.85,False,0
Male,0,True,True,18,True,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,False,Bank transfer (automatic),19.8,342.3,False,0
Female,0,False,False,20,True,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,False,Mailed check,19.5,403.15,False,0
Male,0,False,False,9,False,No phone service,DSL,No,No,No,No,No,No,Month-to-month,True,Electronic check,24.95,190.25,False,1
Male,0,True,False,17,False,No phone service,DSL,Yes,No,Yes,No,No,No,Month-to-month,False,Mailed check,34.4,592.75,False,0
Female,0,True,True,64,False,No phone service,DSL,No,Yes,No,Yes,Yes,Yes,Two year,True,Electronic check,54.6,3423.5,False,0
Male,0,False,False,13,True,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,False,Mailed check,19.45,270.2,False,0
Female,0,False,False,14,True,No,DSL,No,Yes,No,No,No,No,One year,False,Credit card (automatic),51.45,727.85,False,0
Male,1,False,False,24,True,Yes,Fiber optic,No,Yes,No,No,Yes,Yes,Month-to-month,True,Electronic check,101.25,2440.15,True,1
Female,0,True,True,10,True,No,DSL,No,Yes,Yes,No,No,No,Month-to-month,True,Mailed check,55.55,551.3,False,0
Female,1,False,False,15,True,No,Fiber optic,No,No,No,No,Yes,Yes,Month-to-month,True,Electronic check,91.5,1400.3,False,1
Male,0,False,True,52,True,Yes,DSL,Yes,Yes,No,Yes,Yes,Yes,Two year,True,Mailed check,85.15,4461.85,False,0
Male,0,True,True,16,True,Yes,DSL,Yes,Yes,No,Yes,Yes,Yes,Month-to-month,False,Electronic check,84.9,1398.25,False,0
Female,1,True,False,31,False,No phone service,DSL,Yes,Yes,Yes,No,No,Yes,One year,True,Credit card (automatic),50.4,1580.1,False,0
Male,0,True,True,52,True,No,DSL,Yes,Yes,Yes,No,Yes,Yes,Two year,False,Electronic check,79.2,4016.3,False,0
Male,0,False,False,24,True,Yes,Fiber optic,No,Yes,No,No,Yes,No,Month-to-month,True,Credit card (automatic),90.55,2282.55,True,1
Male,0,False,False,26,True,No,Fiber optic,No,Yes,Yes,No,Yes,No,Month-to-month,False,Electronic check,89.8,2335.3,True,0
Female,0,False,False,1,True,No,Fiber optic,No,No,Yes,No,Yes,No,Month-to-month,True,Credit card (automatic),85.55,85.55,True,1
Female,0,False,False,3,True,No,Fiber optic,No,No,Yes,Yes,No,No,Month-to-month,False,Credit card (automatic),80.1,217.55,True,1
Female,1,False,False,2,True,No,Fiber optic,No,No,No,No,No,No,Month-to-month,True,Electronic check,70.65,142.35,True,1
Male,0,True,False,61,False,No phone service,DSL,Yes,No,Yes,Yes,Yes,Yes,Two year,True,Mailed check,62.15,3778.85,False,0
Female,0,True,False,23,True,Yes,Fiber optic,No,No,Yes,No,No,Yes,Month-to-month,False,Mailed check,90.15,2044.95,False,1
Female,0,True,True,67,True,Yes,Fiber optic,Yes,No,Yes,Yes,Yes,Yes,Two year,True,Credit card (automatic),108.75,7156.2,True,0
Male,1,True,False,29,True,Yes,Fiber optic,No,No,No,No,No,Yes,Month-to-month,True,Electronic check,84.3,2357.75,False,1
Female,0,True,True,56,True,Yes,Fiber optic,Yes,No,Yes,Yes,Yes,Yes,Month-to-month,True,Mailed check,109.6,5953,False,0
Male,0,False,False,7,True,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,False,Mailed check,23.5,173,False,0
Female,1,False,False,27,True,Yes,Fiber optic,No,No,Yes,No,No,Yes,Month-to-month,False,Credit card (automatic),88.3,2467.75,True,1
Male,0,True,True,72,True,Yes,Fiber optic,Yes,Yes,Yes,Yes,Yes,Yes,Two year,True,Credit card (automatic),114.3,8058.55,False,0
Male,0,True,True,6,True,No,DSL,No,Yes,Yes,No,No,No,Month-to-month,True,Mailed check,55.3,324.25,True,0
Male,0,True,False,36,True,No,Fiber optic,Yes,No,No,No,Yes,Yes,Month-to-month,True,Electronic check,93.6,3366.05,False,1
Female,0,True,False,39,False,No phone service,DSL,Yes,No,Yes,No,Yes,Yes,Month-to-month,False,Electronic check,55.9,2184.35,True,0
Female,0,True,False,63,True,Yes,Fiber optic,No,Yes,Yes,Yes,Yes,Yes,Month-to-month,True,Electronic check,108.75,6871.7,False,0
Female,0,False,False,59,True,No,Fiber optic,No,No,Yes,No,Yes,Yes,Two year,False,Electronic check,95.8,5655.45,False,0
Female,1,False,False,8,True,Yes,Fiber optic,No,No,No,Yes,Yes,Yes,Month-to-month,True,Credit card (automatic),100.15,908.55,False,1
Female,0,False,False,70,True,Yes,Fiber optic,Yes,Yes,Yes,Yes,Yes,Yes,One year,False,Credit card (automatic),115.55,8127.6,True,0
Female,0,False,False,48,True,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,False,Credit card (automatic),25.05,1171.5,False,0
Female,0,True,False,72,True,Yes,Fiber optic,Yes,Yes,No,No,No,No,Two year,True,Bank transfer (automatic),84.05,6052.25,False,0
Male,1,True,False,19,False,No phone service,DSL,No,Yes,Yes,No,No,No,Month-to-month,True,Credit card (automatic),34.3,577.15,False,1
Male,0,False,False,61,True,Yes,Fiber optic,Yes,Yes,Yes,No,Yes,Yes,One year,True,Electronic check,107.75,6521.9,False,0
Female,0,False,True,25,False,No phone service,DSL,Yes,No,No,Yes,No,No,Two year,False,Bank transfer (automatic),35.05,844.45,False,0
Male,0,True,False,58,True,No,DSL,No,No,Yes,No,No,No,One year,False,Credit card (automatic),50.3,2878.55,False,0
Female,0,False,True,62,True,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,False,Bank transfer (automatic),26.0,1638.7,False,0
Male,0,True,True,65,True,Yes,DSL,No,Yes,Yes,Yes,Yes,Yes,Two year,True,Bank transfer (automatic),84.2,5324.5,False,0
Female,0,False,False,68,True,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,False,Bank transfer (automatic),20.05,1386.9,False,0
Male,0,True,False,30,True,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,False,Credit card (automatic),19.8,576.65,False,0
Male,0,True,True,71,True,Yes,Fiber optic,Yes,Yes,Yes,Yes,Yes,Yes,Two year,True,Bank transfer (automatic),114.0,8175.9,False,0
Female,1,False,False,71,True,Yes,Fiber optic,No,Yes,No,No,Yes,Yes,Month-to-month,True,Credit card (automatic),99.65,6951.15,False,1
Male,0,True,True,29,True,Yes,Fiber optic,No,No,Yes,No,No,Yes,Month-to-month,True,Electronic check,89.2,2698.35,True,1
Male,0,True,False,58,True,No,DSL,Yes,Yes,Yes,No,No,No,One year,False,Credit card (automatic),60.3,3563.8,True,0
Male,0,True,True,72,True,Yes,DSL,Yes,Yes,Yes,Yes,Yes,No,Two year,True,Bank transfer (automatic),80.85,5727.45,False,0
Male,0,False,True,5,True,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,False,Credit card (automatic),20.35,122,False,0
Male,0,True,False,36,True,Yes,Fiber optic,No,No,No,No,Yes,Yes,Month-to-month,True,Electronic check,95.4,3474.2,False,1
Female,0,False,False,30,True,Yes,Fiber optic,No,No,Yes,No,Yes,Yes,Month-to-month,False,Electronic check,100.45,3096.9,False,1
Male,0,True,True,51,True,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,True,Mailed check,24.95,1222.25,False,0
Male,0,False,False,72,True,Yes,DSL,Yes,Yes,Yes,Yes,No,No,Two year,False,Bank transfer (automatic),69.65,4908.25,False,0
Male,1,False,False,70,False,No phone service,DSL,No,No,No,No,Yes,Yes,One year,True,Electronic check,45.25,3264.45,True,0
Male,0,False,False,13,True,No,Fiber optic,Yes,No,No,No,No,No,Month-to-month,True,Credit card (automatic),73.75,956.65,False,1
Male,0,False,False,17,True,No,DSL,Yes,Yes,No,No,No,No,One year,False,Mailed check,56.1,946.95,False,0
Male,1,True,False,23,True,Yes,Fiber optic,No,No,No,No,No,Yes,Month-to-month,False,Electronic check,86.8,1975.85,False,1
Male,0,True,True,39,True,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,False,Mailed check,25.2,987.95,False,0
Female,1,True,False,2,True,Yes,Fiber optic,No,No,Yes,No,No,No,Month-to-month,False,Electronic check,79.2,172.85,True,1
Female,0,False,False,24,True,Yes,Fiber optic,No,Yes,Yes,No,Yes,Yes,Month-to-month,True,Electronic check,104.15,2494.65,False,1
Male,0,True,False,14,True,Yes,Fiber optic,No,Yes,Yes,No,No,No,Month-to-month,True,Electronic check,82.65,1185,False,1
Male,0,True,True,64,True,No,DSL,Yes,No,Yes,No,Yes,Yes,One year,True,Credit card (automatic),73.05,4688.65,False,0
Female,0,False,False,1,True,Yes,Fiber optic,No,No,No,No,Yes,Yes,Month-to-month,True,Electronic check,94.6,94.6,True,1
Male,1,True,False,15,True,Yes,Fiber optic,No,No,No,No,No,Yes,Month-to-month,True,Bank transfer (automatic),85.6,1345.55,True,1
Female,0,False,True,67,True,Yes,Fiber optic,No,Yes,No,Yes,Yes,Yes,One year,True,Bank transfer (automatic),106.6,7244.7,False,0
Male,0,False,False,35,True,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,True,Mailed check,20.2,684.4,False,0
Female,0,False,True,25,True,No,DSL,No,Yes,No,Yes,No,No,One year,True,Credit card (automatic),54.75,1266.35,False,0
Female,0,False,False,15,True,Yes,Fiber optic,No,Yes,No,No,Yes,Yes,Month-to-month,True,Electronic check,100.15,1415,False,1
Female,1,True,False,72,True,Yes,Fiber optic,Yes,Yes,Yes,Yes,Yes,Yes,Two year,True,Bank transfer (automatic),114.65,8333.95,False,0
Male,1,True,False,35,True,Yes,Fiber optic,Yes,Yes,No,No,No,Yes,Month-to-month,True,Electronic check,94.55,3365.4,False,1
Female,0,True,True,58,True,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,False,Credit card (automatic),25.15,1509.9,False,0
Female,0,False,False,5,True,No,Fiber optic,No,Yes,No,Yes,No,Yes,Month-to-month,True,Electronic check,89.35,461.7,True,1
Female,0,False,False,68,False,No phone service,DSL,No,Yes,No,Yes,No,Yes,Month-to-month,False,Electronic check,44.95,3085.35,False,0
Female,0,False,False,45,True,Yes,Fiber optic,No,No,Yes,Yes,No,No,Month-to-month,True,Electronic check,87.25,3941.7,True,0
Male,0,False,False,51,True,Yes,DSL,Yes,No,No,Yes,No,No,One year,False,Credit card (automatic),59.9,3043.6,False,0
Male,0,False,True,22,True,Yes,Fiber optic,No,Yes,No,No,Yes,No,Month-to-month,True,Credit card (automatic),89.1,1949.4,False,1
Male,0,True,False,17,True,No,DSL,Yes,Yes,No,No,No,Yes,One year,False,Mailed check,64.8,1175.6,False,0
Male,0,True,False,36,True,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,False,Bank transfer (automatic),20.85,720.05,False,0
Male,1,True,False,35,True,Yes,Fiber optic,No,No,Yes,No,Yes,Yes,Month-to-month,True,Electronic check,100.8,3437.5,False,1
Male,0,False,False,56,True,Yes,DSL,Yes,Yes,No,Yes,No,No,One year,True,Bank transfer (automatic),64.65,3665.55,False,0
Male,0,False,False,1,True,No,DSL,No,No,No,Yes,No,No,Month-to-month,False,Credit card (automatic),49.0,49,False,1
Female,0,True,True,13,True,No,DSL,Yes,No,Yes,No,No,Yes,Month-to-month,True,Mailed check,63.15,816.8,False,0
Female,0,False,False,1,True,No,DSL,No,Yes,No,No,No,No,Month-to-month,False,Electronic check,49.95,49.95,False,1
Female,0,True,False,46,True,Yes,Fiber optic,No,Yes,No,Yes,Yes,Yes,One year,True,Electronic check,103.15,4594.65,False,1
Female,0,False,False,8,True,Yes,DSL,Yes,Yes,Yes,No,No,No,Month-to-month,True,Bank transfer (automatic),65.5,573.15,False,0
Female,0,False,False,7,True,No,Fiber optic,No,No,No,No,Yes,No,Month-to-month,True,Electronic check,79.0,522.95,True,1
Female,1,True,False,55,True,No,Fiber optic,No,No,Yes,Yes,Yes,No,Two year,False,Credit card (automatic),88.8,4805.3,False,0
Female,0,True,False,65,True,Yes,Fiber optic,Yes,Yes,No,Yes,Yes,No,One year,True,Bank transfer (automatic),100.15,6643.5,False,0
Male,1,False,False,6,True,No,Fiber optic,No,No,No,No,Yes,No,Month-to-month,True,Electronic check,79.7,497.6,False,1
Male,0,True,True,43,True,Yes,Fiber optic,No,No,Yes,Yes,Yes,Yes,One year,True,Credit card (automatic),104.3,4451.85,False,0
Female,1,True,False,20,True,Yes,Fiber optic,No,No,Yes,No,Yes,No,Month-to-month,False,Electronic check,90.8,1951,True,1
Male,0,True,True,30,True,Yes,DSL,Yes,Yes,Yes,Yes,No,No,Month-to-month,False,Electronic check,67.6,2000.2,False,0
